Sample ID,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Class
1056,-0.755351892,-1.197141528,0.197931023,-1.151288545,0.425865499,1.355842192,0.094432526,1.030415163,-0.179906717,-0.395582613,0.280631116,0.060767741,2.072905385,-0.544441309,-1.62403066,-0.19977557,0.166445443,0.578559819,-1.655368769,0.347886394,0.226762517,-0.91638196,-1.059464746,-1.326587794,0.190081909,9
1057,-0.789364214,-1.286888454,0.186176383,-0.059796744,-0.401270208,-1.035141919,1.511975227,-0.496720799,-0.856307456,1.572312222,-0.506506558,-0.63832397,-1.044639336,-0.433056364,-0.044706729,0.212045789,-0.646266412,0.387974431,0.937180565,-0.078551598,-0.937285109,1.629451873,1.683081875,1.025653669,0.516757564,7
1058,0.803434892,0.097387073,0.513824552,-1.185934057,-0.56585586,1.158348553,-1.192223394,-1.25813398,-1.740703291,0.721163612,-0.907731015,-0.099990682,1.764144297,1.089921095,0.92686217,-0.023953855,0.785145131,0.492652986,0.690803514,0.894019675,0.059355335,0.231067576,0.662440654,1.169685304,1.02160215,0
1059,-1.70107824,1.141267925,0.551185824,-0.441227416,-0.156339283,-0.508323992,1.048208104,0.873483091,0.978445946,0.280239502,0.281899124,0.253351908,0.551900103,-2.332793661,0.859090461,-0.291640148,-0.630852956,-0.175953977,0.048767428,0.635380531,0.37570457,-0.037135612,0.194383305,0.116432511,-0.254092367,1
1060,-1.580644161,0.781895,0.370034675,-0.146443037,-1.111759746,0.773958936,1.054063809,1.122337651,-0.166508256,-0.087853572,0.033657862,1.738673338,0.948856956,-0.305732838,0.853367798,0.71617158,-0.775837838,0.018148699,0.484891117,-0.028446114,0.618261669,0.515104854,-0.36158221,0.085932106,-1.372979157,1
1061,2.008514965,-0.43274819,-0.605162568,1.99654802,0.080472537,-0.438657477,2.969411858,0.018484009,1.955971761,0.024627168,-0.620750683,0.145752732,1.715945359,0.407723534,1.065938007,0.191067721,0.70388121,0.268224335,-0.717396426,0.605074024,-0.379657505,0.307999756,-2.114165429,1.883607206,-1.157123293,0
1062,-1.190737636,1.710139563,0.677165162,-0.762517508,0.877200566,-0.13547808,0.334164115,0.957538765,1.510557967,-0.186139565,0.385474869,-0.103336409,1.08910696,-0.980926156,2.064848963,-0.730550503,0.005519631,1.03882673,-0.307641282,1.763285106,0.346939469,0.363037534,-0.154836611,-0.084415273,0.325625762,1
1063,0.426605761,0.111436177,1.823548926,-0.467852523,1.959673424,-1.124653616,-0.246705798,-0.78681411,-0.626313773,-2.351213804,-2.797817068,-0.362594545,0.454798298,-0.248328386,-1.583584277,1.295286782,-0.701764979,0.715852185,0.428434718,0.198122641,-0.001892498,0.560490748,0.201574842,-0.319637366,-0.45498932,2
1064,-0.761665382,-0.65931438,0.47744273,-1.449274605,0.123108705,-1.39144939,1.411272294,0.733772496,0.696812894,2.106429833,-0.777537104,-1.660088196,-1.775884897,0.885670338,-0.204661835,-0.411672454,-1.155140713,-0.030928691,-0.733761918,-1.17129963,0.148014456,0.850735338,0.758404652,1.204374854,0.583441599,7
1065,1.046426919,0.233231899,-0.824603017,-0.724209942,-0.611106686,0.608578073,-0.331826765,0.405693131,0.073774248,1.058082329,-1.539803507,-0.637627038,1.585665574,0.337731161,1.454277974,-0.00239388,0.411063468,-2.715567619,0.835061558,-0.97253354,-0.821991656,-0.166007005,0.081557719,-0.850049555,-1.545541693,0
1066,1.757489018,0.004735543,-0.554875482,0.560862948,-0.592979249,0.99895773,-0.362155555,-0.77141672,-1.297032521,0.336181825,-0.529158304,-1.344877597,1.162516882,-0.671256272,1.210980727,0.100313733,-0.833551128,0.346180404,0.647630751,-0.161184857,-0.641834808,0.725860707,0.499026138,1.296887235,0.14281875,0
1067,-0.739313826,0.17451268,1.357293285,-0.169496754,-1.122611123,0.614364458,0.009550364,-0.248191558,0.838849713,-0.061928964,0.649162667,-0.49088756,0.18375511,2.582089085,-0.609474365,-1.035350045,0.320941681,-0.212903252,1.274018421,-0.342274382,-0.336453735,1.037883372,-0.482167497,0.993364805,1.042475975,5
1068,-0.405214685,-0.617394411,-1.220468638,0.723931301,1.431005468,-0.054779194,-0.706954371,0.065332163,0.935677478,-1.603330564,1.175756879,-1.586121203,0.466214455,-0.387446138,-0.130560843,-1.242626877,-0.432888762,-0.980108521,-0.096871603,0.68220164,-2.281884718,0.296717108,0.143829752,0.629882137,-0.437967952,4
1069,-0.334621422,1.361019205,1.673573454,0.768089639,1.624969476,-0.6825139,-0.379457925,-0.673184228,-0.657161259,-1.298286493,0.476985999,-1.688918078,-0.437674216,0.364052358,0.543307187,0.349792537,-0.389472091,0.586143248,0.108400338,0.087376934,1.34864702,1.20180952,-0.899651679,-0.638050341,-0.042708561,2
1070,-0.79739002,0.597616905,-0.809870767,0.841742078,-1.578740269,0.655174309,-0.856605883,-0.480870379,-0.487055956,1.190214114,-0.62899468,0.771358695,0.047965988,0.722776271,-0.746179194,-0.179860011,0.096094059,0.509266313,0.417495373,-0.380132569,0.960195145,-0.393642008,0.75930406,-0.34478018,-1.244301885,3
1071,-0.750654821,0.926359283,-1.008360438,-0.677428076,0.433692246,0.403514828,0.950284815,1.414206463,0.255799968,-1.499745875,-1.562056602,0.141367634,0.086783356,-0.447372291,1.139703944,-1.154013561,-1.281570218,-0.54877702,0.471256357,-0.461028662,1.169894926,0.090247568,-0.538792608,0.265207184,1.107312774,8
1072,1.4726671,1.683945637,-1.414666219,-0.558757977,1.082360126,1.251900203,0.102068294,0.391701196,1.306734958,0.694905512,-0.287831471,2.407307532,0.682792321,-0.665228484,-1.888803652,-0.452411071,0.131641465,1.710116606,-1.660126882,0.609168429,-1.524130043,0.931451462,-0.385099983,-0.720293931,2.07817177,3
1073,-0.46424551,-1.512128567,1.01552115,-0.743664391,0.237823844,-0.137952907,-0.991482006,0.661513947,-0.672119932,2.270112459,0.597318452,0.45676651,-0.370837357,-0.155199613,-1.023615108,-0.230939277,-0.383861447,0.786866049,-0.458208008,-1.648576691,0.806382086,0.419469618,0.873518901,1.742748321,0.299546679,4
1074,-0.757885065,-0.991261352,-0.342042992,-0.36452231,0.98308493,0.416559198,-0.813081702,-0.218414022,-0.689814442,0.488224876,2.253857014,-1.118108133,0.189152823,1.062505852,-0.799940176,0.431638928,0.955142704,-1.084030725,0.043774303,0.090165034,0.451092395,1.367432099,1.223630272,-0.040452241,0.262586723,4
1075,-0.797326017,-0.037232201,1.370171547,0.314413314,-0.64770515,0.219046764,-1.081661238,0.921489832,0.713375151,0.906281401,0.206296358,-0.761534777,-0.407609928,2.474982734,-0.729299876,-0.354830294,-0.733525859,-1.215803363,1.589571912,-0.471895521,0.038462204,0.449164185,-0.486124093,0.710301771,0.046080791,5
1076,-0.306435861,-1.368920748,-1.241777237,-1.037369604,0.280659914,1.661887711,0.36529174,0.348190512,-0.619230418,-1.499283691,-0.168312064,-0.362539822,0.010626085,-0.526073605,-1.393696084,-0.147258181,0.708358102,0.323791024,0.639623007,-0.206682459,-0.777459865,-1.019184663,-1.022677308,-1.93153021,0.293001158,9
1077,-0.443634013,1.355307377,-2.225524004,0.278268034,-0.375114481,0.257487106,-0.253275274,-0.869299388,0.074359897,0.972458449,-0.078049645,0.641965635,-0.354680331,-0.067666404,-0.155125616,-0.827820388,-0.364306465,-2.085471754,-0.149170293,0.119578912,0.981861954,-1.898510877,1.412586865,0.00204776,-0.467038928,3
1078,-0.486028952,-1.57667677,-0.129707634,-0.28649567,1.383792176,-0.930026212,-0.523239386,0.894832657,-0.329979168,0.92740481,2.784316652,0.151851507,0.527556948,0.19309724,0.11588837,-1.087310935,-0.718105733,0.600860567,-0.838794923,1.502833905,0.304839956,1.641108689,-1.3631923,1.580695068,-0.654414476,4
1079,-0.104782669,1.722630017,-0.720734949,0.907975479,2.041457797,-1.385785918,1.116321984,0.570700531,-0.287847337,0.642676017,0.275846129,-0.20242527,2.108193397,0.945623881,-0.055338159,-0.580018864,0.167658581,1.854970785,-1.643999918,-1.571329506,0.658774728,-2.285230023,-1.048239781,-0.225062659,-0.435340562,2
1080,-1.540891287,0.830967702,0.503342735,0.602066447,-1.413385673,-0.218443645,-0.509687745,0.413392931,0.367923506,0.441857996,-0.65332357,0.121934288,-0.10712931,-0.997900385,0.849767573,-0.370561564,0.535986987,-0.185660684,0.876026045,0.152199462,-0.156714383,0.184313909,0.240987637,-0.169921262,-0.65751961,1
1081,0.310946473,1.190892224,-0.255720223,-0.883319456,0.188415451,0.427561246,-1.292176149,-2.581979522,-0.098591181,1.476861671,1.795605342,-0.883852622,-1.137644993,0.151401865,1.498128913,1.058673153,-0.514201383,-1.061761159,0.03036603,-0.101891005,1.231899399,1.096859388,-0.947687242,0.743267287,0.476772613,3
1082,-0.193782618,-1.441432406,0.363754055,1.111139913,0.011840794,-1.147447616,-1.762567825,-0.921153826,-0.344040382,-1.512467264,0.077876897,0.845413469,0.697530056,1.15079186,1.045119348,-0.536427107,-1.228331892,0.667057108,-1.308414821,0.403891724,1.393190677,-1.039621961,0.636600195,1.583286082,-0.447633806,4
1083,-0.115072924,0.836569697,-1.190265811,-0.164654292,-0.811627536,1.403105365,0.464275908,-1.392589489,-1.253844755,0.063013298,-0.782486498,-0.060251538,-0.076374584,0.154856124,1.28421748,0.781901648,-1.113814472,1.201414738,-0.29374402,-1.227570199,0.45859505,-1.988351736,1.536281906,0.420193927,-0.346356721,3
1084,-0.226688545,1.547052803,-2.194472322,0.660000954,-0.24106894,0.086691068,0.036999327,-0.816784445,0.536378905,1.515737425,0.207389841,1.118237729,-0.361548717,-0.192983168,-1.002527573,-0.501565313,0.164643267,-0.110933396,0.242361479,-0.104901555,-0.929508435,-1.051240913,0.941601834,-0.28382445,-0.363916327,3
1085,3.455744779,0.469912061,0.515507686,-0.773085386,-1.654115941,-0.596407649,1.347216809,1.735658411,0.555855847,-1.303315072,0.536314439,-0.648364954,0.463286258,0.06125134,0.012821502,-0.426350485,-0.26322446,0.478057914,0.20716987,-0.615450173,0.664920191,0.132203892,0.414692032,0.376470222,0.602560753,0
1086,0.270992942,-0.772037624,0.789719474,1.939332156,0.773201674,0.433237046,0.60821748,-0.065903159,-0.232936582,0.763410759,1.450465232,-1.101758854,-1.122100853,-0.130899279,1.521972434,-0.016983048,0.695479802,-1.40403155,-1.434761475,-0.040797609,-0.331463033,-0.263853947,-1.896733994,1.816352127,-2.674578943,6
1087,-0.847159172,-0.980694554,0.367115366,-0.765194912,0.27185764,-1.821150234,2.190861918,-0.839833002,-0.086626665,1.704023382,-1.293462063,-0.109505277,-0.999082855,-0.395055862,-0.611366495,0.270532349,0.823983253,0.752972756,-0.261582952,-0.658709129,-0.603452819,0.138072993,0.401542744,1.674880865,0.994703763,7
1088,-0.416943203,-1.488544614,-0.934585288,0.523152877,0.435366923,-0.119169223,-0.536015964,-0.134966122,-0.888320412,-1.738661309,0.806082363,-0.302266872,0.788659057,-0.75144819,0.49184883,1.419425081,0.329794349,0.589328607,0.99529647,0.172073806,-0.604297569,-1.102781205,-0.007598551,0.488616311,0.516719766,9
1089,-0.562272712,-0.67949095,-1.299455919,1.24460865,0.149557498,0.314591532,-0.887026997,0.064186616,-0.531923263,-0.994913794,-0.479087152,0.386836506,-1.804939056,-0.450464912,-1.254718112,0.048532831,0.949520841,0.492447053,0.940414778,-1.382588185,-0.565198376,-0.378532643,0.315450178,2.177157193,0.306178074,9
1090,1.524692987,-0.603345415,0.330396092,1.529235455,1.667792446,2.385340451,1.441017009,1.407477184,-0.118909326,1.488697163,1.315802613,0.477319751,-1.676204663,0.802779725,0.260897432,-1.130225087,1.198785811,-0.721257625,-2.308272406,0.682757387,-0.13698726,-0.025839912,-0.481271811,-1.010451485,0.379694371,6
1091,-0.251710126,-1.642970329,-1.582854191,-0.472307622,1.512892869,0.900614175,0.079729277,0.672536636,0.584151351,-1.662167437,-0.045566235,-0.969782442,-0.118050133,0.312940441,-0.757003047,-0.053610232,-0.216641962,0.334046429,0.271951786,-2.248300124,-1.107852547,0.733168372,-1.329215834,0.672817193,0.59930254,9
1092,0.556313925,-0.206116722,0.877385445,0.240411065,0.966738851,-0.643338156,-0.626269997,-0.786575096,-2.013469273,-0.632959852,-0.907626265,0.226400791,0.086243353,0.139388796,-0.179383948,-0.30311071,-0.70109923,1.836744752,1.77096987,-0.359456458,-0.619166972,3.402576185,0.857170494,0.857002666,0.388903303,2
1093,1.053626652,0.51547284,1.097749765,-2.493408508,0.644799799,0.853943651,-0.854134601,-1.419723877,1.680712804,-0.569471459,1.477717129,1.185886517,-0.089567254,0.284057592,-0.379821823,1.128292875,-0.559839378,1.037633548,1.769733334,0.28466405,-1.757621015,-0.943506362,0.971290396,2.623952525,-0.997193391,8
1094,-0.229560132,-1.221717501,-0.374876807,-0.36969887,-1.534939196,-0.375486429,1.287593572,-2.043338371,-0.091497831,0.51432939,-0.388372543,0.078502282,0.549514284,0.64410736,2.50063267,0.624381815,1.67123815,-1.115176611,-0.589519536,0.862001018,-0.263057355,1.587493436,0.568608124,-0.528332153,1.390678638,7
1095,-0.324385296,-1.877490457,0.358738827,-1.598894895,-0.739798133,-1.18090793,1.478150105,-0.523414844,0.627102509,1.892348691,0.394607286,-0.432691953,0.061613479,0.343441939,0.221093573,-1.152103275,-1.807687044,0.721826584,0.154447123,0.114071922,0.683027303,0.903851689,1.672736861,-0.63196983,-1.03190436,7
1096,-0.291495942,2.095922795,0.165400827,1.097209399,0.640005702,-0.501052879,-0.646367988,0.018987801,-0.397338113,-0.366552369,0.787547547,-1.976797924,1.167108748,0.474800819,1.03304803,-0.618321481,0.66905604,2.021740612,-0.890535918,-0.095124555,-0.901569163,0.893006538,0.935943586,-1.803322745,0.773505089,2
1097,-0.207313081,1.119340466,-1.882774027,0.660666586,0.477176753,-0.068742333,0.099662754,0.662090609,0.652643471,0.72312282,-1.49018087,0.196306247,-0.485535206,0.167393195,0.582667888,-0.87689502,-0.612581568,-1.390544051,0.542501602,1.422713792,-0.423037259,-0.379710432,2.243885354,-1.336945787,-0.242756237,8
1098,-0.102471906,0.174327763,1.737338247,0.293100253,-0.250990897,-0.386776381,-1.710289637,-0.656161348,-1.03340897,-0.047083846,-0.182646518,2.231707311,-0.804997628,-0.743642854,-0.759488695,0.901879014,-0.313965928,0.480797662,1.135631995,0.161158739,-2.531224281,0.40626482,-0.355083465,-1.005398371,1.669458675,2
1099,-1.286749018,-0.398287231,-0.286055555,-0.558043053,-0.321695784,1.612679675,-0.144812449,0.007376785,0.673427186,-0.649332191,0.920908969,0.255880789,0.750707583,0.620829297,-1.249518791,-0.061281833,-0.278341638,-0.269293846,-0.561346994,0.136835352,-0.557603495,-0.87043172,-0.506078918,-0.027039409,1.352549157,4
1100,-0.27638494,1.811670665,0.24303342,-0.025451194,0.822590885,-1.062453593,-0.720145,0.223435559,-1.66813692,-0.490723958,0.464915471,-1.785816121,0.741745937,0.23844286,1.334085864,0.729193293,0.140175806,0.795290409,-0.586917953,-0.064355816,-0.135176273,0.219838642,0.615852573,-0.128923619,1.700855539,2
1101,0.677280896,-0.166002834,0.333581299,-0.952269984,0.382124182,2.086616504,1.180571256,-1.578896259,-0.107084054,0.509776222,-1.424203688,-0.269304123,1.350076879,0.340167382,1.00061974,-1.077214406,1.679108924,-0.079053353,0.647349198,-0.274515484,1.466706957,0.477143498,-0.553335933,0.534126794,0.04556615,0
1102,-0.823324249,-0.987352168,0.150224767,-0.558498705,0.341201287,0.182031591,-1.152083519,0.629780841,-0.028223398,0.506453476,2.327178398,-1.740009176,1.081793283,-0.975952433,-1.578645429,-0.383800724,-0.259093116,0.105751638,-1.033073827,0.817829421,1.113447922,0.797201275,-0.412315533,-0.400607348,0.731347661,4
1103,0.763772123,0.390883697,-1.451933219,-0.769888006,0.694186383,0.585875457,-1.094108964,1.634004335,-1.668834643,-1.14617249,0.865996368,0.560681048,-0.556327222,-0.732837454,-0.341756948,-3.439100327,0.829195609,0.580541365,1.307292316,0.653804001,-0.497227519,0.490987797,-1.461733947,1.450369011,-0.543422426,5
1104,1.12891785,1.695706904,-1.988047704,-0.69657041,-0.447398485,-0.28887097,0.497943102,-1.145957105,1.243229211,1.831321308,-0.543587571,-0.478097807,0.403405526,-0.168182934,-1.14036245,1.088714405,-1.632682015,-2.243131464,-2.756759791,0.126680846,-0.569975109,-1.154693049,-1.599356734,-0.38689231,-0.180844451,3
1105,-0.640286756,-0.5512913,0.440177186,1.28689866,-0.601041593,0.650436618,-0.841589681,0.124552994,0.425504707,-0.217143714,-0.717548532,1.290210972,-0.46312871,1.105244941,0.093081053,-0.114747362,0.995750327,-1.424341965,-1.087295126,2.160046499,0.841442024,1.142147732,1.955874661,-0.198155039,2.175615901,2
1106,1.2763172,0.213332223,-0.885381341,2.019174434,-0.894527942,-0.818712726,1.670558328,0.984518101,0.723756382,0.789237868,0.694529192,-0.750462183,2.432014757,1.257501657,0.402917326,-0.2568288,-1.060687104,1.202611843,1.204222222,-7.33E-06,-2.859665723,-0.020449271,0.659118432,2.288846902,0.787301862,0
1107,-0.787869056,-0.541257299,-0.892545188,0.515156789,-1.054810178,-0.2691148,-0.211751541,0.592150927,-0.21135316,-0.497090397,-0.51552735,-0.00403459,-0.521542597,1.756828271,-0.616634218,-1.583794394,0.848862977,-1.332249723,0.364810793,-0.134735252,-0.625728081,1.430444994,-1.691651312,0.271069289,0.385635969,5
1108,0.702109336,-0.066751422,1.42439705,0.538518369,1.679321811,-0.768658217,-1.051323271,-0.53704484,-1.683614818,-1.493605552,-0.254321099,0.807015644,0.777053354,0.708674754,-1.211579348,0.44173525,-1.845387518,0.641901566,1.18914146,-1.560482213,0.860246409,1.792665984,-1.333748602,-0.183585675,0.81198831,2
1109,0.597463918,1.334591124,-2.691082773,-0.891218031,0.381486896,-0.159041053,0.119761019,0.006053908,1.304843668,0.689936698,-0.772409266,0.945335919,-0.187486106,-0.75210509,-1.269960287,-2.361484049,-2.242825392,-0.677938948,0.000203743,0.311350317,0.994619617,-0.730074879,0.415814602,-0.263531714,-0.273950138,3
1110,0.817029123,-0.219841388,0.346108692,-0.121414237,1.644788913,2.898116397,1.147682876,1.016429985,2.055415558,-1.749611418,-0.24542952,-0.339624205,1.081956196,-0.827339403,-0.316873618,0.264487889,-2.609998352,-1.421365256,-1.015612232,0.532146957,0.344114462,-0.501386112,0.868539252,0.173411307,0.093910354,4
1111,-0.220207228,1.556208531,-0.304325313,0.886746089,2.726629925,-0.998609461,1.855945871,-0.241591956,1.074563694,0.212241431,1.047630752,0.798759532,1.372248985,1.455393327,-0.061603289,-0.878767643,0.721763834,1.298649591,-1.157283769,-1.318982389,0.353423039,-0.861918723,-2.057767275,0.548506449,-1.187756337,2
1112,0.160434758,-1.610885542,0.317390166,-0.862457834,-1.73828796,-0.767032559,0.481173349,-0.631871037,-0.891314192,0.846536918,0.265556954,0.496491711,-0.427424561,-0.305736402,1.563858174,-0.757228674,0.816750442,0.389738911,0.752834873,0.311197898,0.382912691,0.083784734,1.287776236,-1.652439066,-0.38100009,7
1113,-1.512001095,0.574676239,0.237317961,0.188780525,-1.112174426,1.027713811,1.050075529,0.412867109,-0.70229914,-1.037570266,0.805051917,1.318359688,0.926632324,0.047812276,0.49758492,0.795471516,-1.272210105,-0.083239796,0.077211965,-0.704175051,-0.195554935,0.399512311,-1.118238302,-0.143756776,-0.599821827,1
1114,0.388061876,1.959240274,-1.521340529,0.077631817,-0.17283246,-0.369758479,-1.057519205,-0.928938282,0.252134951,2.099914124,1.503538857,-0.545560894,-0.15982331,-0.068751077,-1.183608427,0.192459332,-1.668874529,-0.467674722,-0.777197996,1.048853721,-0.101783155,1.360704847,-0.716095262,-0.972566556,1.271406591,3
1115,-0.235013649,-0.407895276,-0.015290931,-0.137963226,0.966793619,-1.256679958,-0.036053956,0.756754781,-1.867621782,0.495742069,-0.566301915,0.081774851,1.144594737,0.357517868,0.528739165,-0.447853103,-0.627625415,-0.357459697,1.603214582,-0.123816275,0.794055983,-1.33980965,-2.488622057,-0.435639399,0.278820957,8
1116,0.202390402,0.024462259,-1.578268671,-0.031738535,-0.611631219,1.063898281,-1.070582143,0.364526424,-1.464227546,0.349869773,-0.533184995,-0.50802783,-0.894019664,-1.569944826,0.778335103,0.910993038,-0.057315123,-0.564207812,1.480065036,1.163103884,0.959703264,-0.972419119,-0.442735054,-0.508266641,-1.363391702,5
1117,1.439930274,0.34935799,0.683494736,-0.356670406,-2.25846858,-0.668134228,0.222378466,0.570735835,-0.429960692,-2.59041482,0.243811557,-0.243597495,-2.890496451,-1.517471715,-0.394851923,0.805147491,1.216028757,1.971966018,-0.874814641,0.976745073,0.307105281,0.454677408,-0.148067923,0.716131484,0.039386799,0
1118,-0.084557037,-1.841498921,-0.095261391,0.614413062,0.96185823,-0.258832318,-1.66852201,-0.191680562,0.333031845,-1.234520019,2.09809428,-0.616436026,1.074708326,-1.300462019,0.588884478,0.046094544,-0.44394491,0.487732343,-0.406360079,1.112126382,-0.431891627,-0.446743707,-0.098317472,-0.445845997,0.389989118,4
1119,1.377838558,-0.083930151,1.404576751,0.750735172,2.36437217,0.034209641,1.229167494,-0.405179895,1.915013297,-1.787786201,-1.137331893,0.600558267,1.405115518,-0.490526998,-1.508285536,2.710071722,-1.17670299,-1.689748262,0.354521422,-1.767358406,0.775082457,0.438050008,1.847122406,-2.052988634,0.582355832,2
1120,0.493585883,-0.164342017,0.597354405,0.713321665,1.05069676,2.887051389,-0.333180299,-0.071957421,-0.503249714,0.877675613,0.114445101,-0.986056014,-1.801542474,-0.114957928,0.268880541,1.454393609,1.421253829,-0.301410421,0.636522505,0.151005531,1.193854175,0.994415188,0.011079096,-0.732121984,-0.218797046,6
1121,-0.830980078,0.592404777,0.110295767,0.239215732,-0.136691101,-1.356136956,-1.381498809,0.631876232,-1.630414627,-0.065051589,-1.17870228,-1.219750648,0.27624594,0.455387977,0.284710222,1.296251243,0.515171965,-0.674489111,0.280906108,0.874966658,0.971203363,-0.479639646,0.164973184,0.152842037,0.580236914,2
1122,1.822768239,0.345010065,0.199034044,-0.774398151,1.767686477,1.286299486,0.019062335,0.753887875,-0.81788465,-0.650561566,0.716900792,0.688439216,-2.754817721,-2.402306335,-0.266068472,-0.676544608,0.673672978,1.836273634,-0.13689387,1.369506829,-1.170916418,1.306412882,-0.71530958,-0.261436206,0.358443556,5
1123,1.118076673,-0.185722052,1.837113343,0.64591939,0.474749611,1.245561881,0.720845645,1.394178092,-0.123742342,0.267614127,0.241888088,-1.741095282,-0.355084219,0.003455501,1.107645191,1.898026831,-0.75377127,-1.212160302,1.417209686,-1.205280016,0.813251466,-1.289390467,0.133843437,0.842968917,1.227313262,6
1124,-1.175770331,0.416661315,-0.251195035,0.309161413,-1.167643164,1.349458777,0.917582621,0.156955372,-1.147941952,-1.398884997,0.730194727,0.921486566,0.276320003,1.390879636,0.540079972,0.581250268,-0.999849503,-0.396729583,-0.315852888,-1.484236149,0.024344294,0.320608779,-1.270249618,0.03740294,-0.399738776,1
1125,0.109633138,1.942412241,1.397135725,1.329033972,2.149896006,-0.562809952,0.565301106,-0.886911083,0.260710127,-1.536083742,0.885688069,-1.247582451,0.225225201,0.127468799,-0.861986581,-0.516032979,0.218393296,-0.881294145,-0.461730365,-0.501911511,0.340951657,0.947620908,0.061760275,-1.656809186,-1.103256634,2
1126,-0.45889164,-1.619261401,0.120930059,-0.588670045,0.324564452,-0.134969017,-0.91078479,0.6700618,-1.123280392,1.056386619,2.685837399,-0.537085919,-0.153408129,-0.486676244,-0.887032656,0.188148437,0.086011721,0.75291449,-0.119464209,0.286526521,0.564360336,1.357873655,0.368657263,0.043546372,-0.804730343,4
1127,0.544737105,1.344909799,-0.762129106,-1.659577242,-0.426783877,1.081553399,-0.992350133,-1.567019345,-0.537296942,-0.606028324,-0.403347892,0.004170824,-0.080555242,-0.507452185,-0.088887342,0.71217213,-1.146250327,1.340701044,0.440546643,0.945544033,1.31041029,-1.049179666,0.295660839,0.028282085,0.18256041,5
1128,-0.002180753,-1.480739053,-1.525941597,0.740972662,0.801473136,0.22849435,-1.005359394,-0.062745019,0.061424051,-1.126458482,-1.235523943,0.265588158,-0.863308815,-1.347590589,-0.01439485,-0.008572274,0.875047855,0.779372523,1.373460922,-2.218570254,-0.807132252,0.205490549,-0.343521355,0.347220702,-0.197103018,9
1129,-1.305302423,1.337569113,0.689743054,-0.184499368,0.741622586,-1.688778711,-0.824149111,0.739302979,0.833546191,0.332268658,0.109618698,-1.477015854,0.033316413,-0.421718568,1.560214329,-0.370680621,-0.174493758,0.183435997,-0.477846601,1.243269673,0.799513623,-0.043773978,-0.051691076,-0.514936394,0.439049126,1
1130,1.1028487,0.772605852,-1.253206012,0.689347655,2.117231515,0.045218931,-0.659332869,1.147722832,-0.688513677,1.971829544,0.136203332,-0.905535012,0.518228272,-0.018311026,0.771170697,0.77238994,-0.391906049,1.191614191,0.942643111,0.653011222,-0.118331908,1.653782722,-0.217647801,-2.072544014,0.12001814,8
1131,-0.72353595,-1.156592514,-1.486158817,0.104540264,-0.121805369,-0.105700306,1.474020095,-1.546376615,-0.644384553,-1.765658989,-0.531009219,-0.258854902,0.194686079,0.59152081,-1.246051257,0.419695996,0.936608118,0.130062362,-0.790072534,0.289657203,-1.33090479,-1.091002159,-1.140350668,1.08515788,1.05146367,7
1132,1.202455528,0.61404548,-1.438295435,0.581520943,-1.081044657,-0.379384266,1.463961456,-0.230402447,0.20199485,2.526756279,-0.717152662,-0.635595457,1.592826668,1.614257587,0.506809885,-0.995615781,-0.845865291,1.014449199,-0.563321872,-0.348942518,-1.285166908,0.739191727,-1.31442711,-1.056844465,0.087126621,9
1133,0.280828158,0.36127559,0.838044059,-2.872777421,2.375758733,0.230061802,0.459437107,-0.18300973,1.268486635,0.040003948,-0.092053701,0.581095888,-0.192535988,1.447296476,1.545129041,-0.837698955,-0.088921221,0.394879472,-0.251525016,0.49286501,0.594940273,-0.970265603,-0.131845694,-0.030014781,-0.772771657,8
1134,0.59353523,1.766362856,-1.387784842,0.308572307,1.309866705,0.804118999,2.183959787,-1.486257719,1.09717265,0.31858347,0.516292195,-0.071219692,-0.420940477,-0.304848241,0.525227276,0.187963233,0.791426027,-0.298089106,-0.251944114,-0.25008301,0.412914174,-1.581390377,0.398874407,-0.545966129,-0.875180925,3
1135,-0.944822997,-0.965656655,0.487576437,-0.456568671,-0.274432176,-1.729113988,1.684386696,-0.94141379,-0.345559215,2.172334657,-0.933199948,0.374607522,-0.48699916,0.058034743,-0.355186424,0.055093531,0.778829652,0.575735003,-0.108951149,-0.821851701,-0.273313498,0.281588827,0.729872017,1.160416621,0.638106262,7
1136,0.084088566,-1.395615261,-1.295676807,0.288855317,-1.043989896,0.552802106,-0.214656839,-0.688318416,2.542861427,-0.055906431,-2.134200432,-1.465267317,-1.32235898,-0.119238398,0.361376924,0.619650894,-2.532233893,1.317708817,0.182215652,-0.982711584,-0.236765446,-0.127375992,1.097078283,0.829133755,-1.020525069,7
1137,-0.572481213,0.213276476,0.711143682,-1.075310606,-1.214465884,0.251786201,-0.234895909,-0.573395767,0.547606963,0.013220717,1.242914703,-0.39021294,-0.612718499,1.717211745,-1.48025811,-1.741605099,0.975154269,0.382780092,1.108139902,-0.667341305,-0.12787512,0.288616612,0.473188946,-0.477332844,0.185576517,5
